date,author,HDS,HDS_low,HDS_high,HDS_low_2sd,HDS_high_2sd,title,Numeric score std err,Numeric score min,Numeric score max,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,description,cb,url,Colour,date_popup
2021-03-23,Lael Brainard,0.23,0.167,0.293,0.3,0.1,Remaining patient as the outlook brightens,0.063,0.1,0.3,Hold,0.765,0.063,1,"By focusing on eliminating shortfalls from maximum employment rather than deviations in either direction and on the achievement of inflation that averages 2 percent over time, monetary policy can take a patient approach rather than a preemptive approach.",0.3,"Lael Brainard emphasizes patience in monetary policy, focusing on actual outcomes over projections, which suggests a more dovish stance. Despite the brighter outlook, she highlights that employment and inflation are still below target, indicating a preference to maintain current accommodative policies.","Remarks (via webcast) by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at the National Association for Business Economics Virtual 37th Annual Economic Policy Conference, Washington DC, 23 March 2021.",Fed,http://www.bis.org/review/r210325a.htm,#BBDF27FF,2021-03-23
2021-03-02,Lael Brainard,0.24,0.188,0.292,0.3,0.1,US economic outlook and monetary policy - an update,0.052,0.1,0.3,Hold,0.805,0.055,1,"Today the economy remains far from our goals in terms of both employment and inflation, and it will take some time to achieve substantial further progress.",0.4,"The speech emphasizes the need for continued accommodative monetary policy given the economy is far from achieving the employment and inflation goals. There is patience for allowing inflation to moderately rise above 2% before considering interest rate hikes, thereby suggesting a preference to hold rates in the near term unless inflationary pressures become persistent.","Speech (via webcast) by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at the C. Peter McColough Series on International Economics, Council on Foreign Relations, New York City, 2 March 2021.",Fed,http://www.bis.org/review/r210303l.htm,#BBDF27FF,2021-03-02
2021-03-01,Lael Brainard,0.43,0.314,0.546,0.6,0.3,Some preliminary financial stability lessons from the COVID-19 shock,0.116,0.3,0.6,Hold,0.71,0.07,1,The COVID shock subjected the financial system to an acute stress that necessitated emergency interventions on a massive scale by financial authorities around the world.,0.2,"The speech emphasizes financial stability and reforms needed to enhance the resilience of financial systems rather than advocating for immediate monetary policy changes such as rate rises. This suggests a somewhat dovish stance, focusing on financial stability rather than aggressive policy tightening.","Remarks by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at the 2021 Annual Washington Conference Institute of International Bankers (via webcast), 1 March 2021.",Fed,http://www.bis.org/review/r210303b.htm,#BBDF27FF,2021-03-01
2021-02-24,Lael Brainard,0.19,0.116,0.264,0.3,0.1,How should we think about full employment in the Federal Reserve's dual mandate?,0.074,0.1,0.3,Hold,0.755,0.05,1,Monetary policy will continue to provide support by keeping borrowing costs for households and businesses low.,0.4,"Lael Brainard's speech emphasizes the need to focus on full employment and highlights the current shortfall in employment relative to pre-pandemic levels. She stresses that monetary policy will continue to provide support, indicating a dovish stance focused on maintaining low rates and supporting economic recovery.","Speech (via webcast) by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at the the Ec10, Principles of Economics, Lecture, Faculty of Arts and Sciences, Harvard University, Cambridge, Massachusetts (via webcast), 24 February 2021.",Fed,http://www.bis.org/review/r210302e.htm,#BBDF27FF,2021-02-24
2021-01-13,Lael Brainard,0.1,0.053,0.147,0.2,0,Full Employment in the New Monetary Policy Framework,0.047,0,0.2,Hold,0.815,0.082,1,"The economy is far away from our goals in terms of both employment and inflation, and even under an optimistic outlook, it will take time to achieve substantial further progress.",0.6,"Lael Brainard emphasizes the Federal Reserve's commitment to maintaining accommodative monetary policy until substantial progress is made towards full employment and higher inflation, suggesting a dovish stance. Given the economic challenges outlined in the speech, she is likely to support holding rates to foster recovery.","Remarks (via webcast) by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at the Inaugural Mike McCracken Lecture on Full Employment Sponsored by the Canadian Association for Business Economics, 13 January 2021.",Fed,https://www.bis.org/review/r210114b.htm,#BBDF27FF,2021-01-13
2020-12-01,Lael Brainard,0.115,0.033,0.197,0.25,0,Modernising and strengthening CRA regulations - a conversation with the Chicago Community Trust,0.082,0,0.25,Hold,0.71,0.057,1,The Federal Reserve is committed to providing sustained accommodation through its forward rate guidance and continued asset purchases to achieve our maximum employment and 2 percent average inflation goals.,0.9,"The emphasis on a need for continued support, both fiscal and monetary, and the commitment to providing sustained accommodation suggests a dovish stance. With concerns over a K-shaped recovery and disproportionate impact on vulnerable communities, it's likely that the current accommodative policies will be maintained.","Speech by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at the Chicago Community Trust, Chicago, 1 December 2020.",Fed,https://www.bis.org/review/r201204f.htm,#BBDF27FF,2020-12-01
2020-10-21,Lael Brainard,0.155,0.079,0.231,0.25,0,Achieving a broad-based and inclusive recovery,0.076,0,0.25,Hold,0.72,0.059,1,The Federal Reserve is committed to providing sustained accommodation to achieve a broad-based recovery.,0.9,"Lael Brainard emphasizes the necessity of sustained accommodative monetary policy and additional fiscal support to achieve an inclusive recovery, highlighting a cautious approach given the uneven economic landscape. Her focus on monetary accommodation suggests a dovish stance, yet without immediate pressures to further reduce rates given current low levels.","Speech by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at the ""Post-COVID-Policy Challenges for the Global Economy"" Society of Professional Economists Annual Online Conference (via webcast), 21 October 2020.",Fed,https://www.bis.org/review/r201022g.htm,#BBDF27FF,2020-10-21
2020-09-01,Lael Brainard,0.225,0.146,0.304,0.3,0.1,Bringing the statement on longer-run goals and monetary policy strategy into alignment with longer-run changes in the economy,0.079,0.1,0.3,Hold,0.705,0.072,1,"With the recovery likely to face COVID-19-related headwinds for some time, in coming months, it will be important for monetary policy to pivot from stabilization to accommodation.",0.6,"The speech emphasizes the need for monetary policy accommodation, acknowledges risks related to the COVID-19 pandemic, and suggests a strategy that allows for inflation to temporarily exceed targets to support full employment. This suggests a dovish stance aimed at providing support to the economy, making a rate cut unlikely but consistent with maintaining very low rates.","Speech (via webcast) by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at  ""How the Fed Will Respond to the COVID-19 Recession in an Era of Low Rates and Low Inflation"", an event hosted by the Hutchins Center on Fiscal and Monetary Policy at the Brookings Institution, Washington DC, 1 September 2020.",Fed,https://www.bis.org/review/r200902a.htm,#BBDF27FF,2020-09-01
2020-07-14,Lael Brainard,0.155,0.079,0.231,0.3,0.1,Navigating monetary policy through the fog of COVID,0.076,0.1,0.3,Hold,0.725,0.063,1,"Looking ahead, it likely will be appropriate to shift the focus of monetary policy from stabilization to accommodation by supporting a full recovery in employment and a sustained return of inflation to its 2 percent objective.",0.4,"Lael Brainard's speech emphasizes the need for continued accommodation and support for the economy with risks being predominantly on the downside. She acknowledges the slow recovery and the necessity of maintaining lower policy rates, as well as a sustained commitment to accommodation, which are dovish stances.","Speech (via webcast) by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at the Perspectives on the Pandemic Webinar Series, hosted by the National Association for Business Economics, Washington DC, 14 July 2020.",Fed,https://www.bis.org/review/r200716c.htm,#BBDF27FF,2020-07-14
2020-05-21,Lael Brainard,0.105,0.029,0.181,0.25,0,Introductory remarks for the Fed Listens panel on the COVID-19 pandemic,0.076,0,0.25,Hold,0.7,0.075,0.9,It is important to use the full range of tools to support the economy.,0.4,"The speech emphasizes the challenges and hardships caused by the COVID-19 pandemic and mentions the need for the Federal Reserve's tools to provide stability and support recovery. This indicates a dovish stance aimed at supporting the economy during a crisis, hence a likelihood for rates to remain on hold given the already low policy rate.","Introductory remarks (via webcast) by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at ""A Fed Listens Event: How Is COVID-19 Affecting Your Community?"", sponsored by the Board of Governors of the Federal Reserve System, Washington DC, 21 May 2020.",Fed,https://www.bis.org/review/r200522b.htm,#BBDF27FF,2020-05-21
2020-02-21,Lael Brainard,0.285,0.261,0.309,0.3,0.25,Monetary policy strategies and tools when inflation and interest rates are low,0.024,0.25,0.3,Hold,0.635,0.047,1,"Today's low-inflation, low interest rate environment requires not only new recession-fighting tools but also a new strategy to address the persistent undershooting of the inflation target-and the risk to inflation expectations-well before a downturn.",0.2,"Lael Brainard discusses the need for a new strategy with broader tools, suggesting potential future accommodation due to low inflation and interest rates. While she emphasizes proactive use of a broader toolkit and a focus on achieving inflation targets, the speech leans towards maintaining supportive monetary conditions to avoid downward spirals. However, given the current state, an interest rate cut is not indicated at this time.","Speech by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at the 2020 US Monetary Policy Forum, sponsored by the Initiative on Global Markets at the University of Chicago Booth School of Business, New York City, 21 February 2020.",Fed,https://www.bis.org/review/r200221b.htm,#BBDF27FF,2020-02-21
