date,Numeric score,Colour,Size,Line,author,title,Numeric score std err,Numeric score min,Numeric score max,not_related,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,date_popup,unrelated,Name
2016-04-26,0.5,#808080,1,,Jon Cunliffe,Remarks at the Alastair Ross Goobey Memorial Lecture - by Jon Cunliffe,0.094,0.3,0.7,FALSE,Hold,0.755,0.064,1,"The FPC's current assessment of the financial cycle is that following a subdued and low-risk period of post-crisis repair to bank, household and corporate balance sheets, we have now entered a more standard period of risk and credit growth.",0.4,"The speech focuses on financial stability and banking sector resilience, assessing risks without indicating a clear direction for monetary policy changes. The emphasis is on monitoring and potential future action, suggesting a likely hold on the policy rate.",2016-04-26,Yes,
2015-11-10,0.5,#808080,1,,Jon Cunliffe,The Outlook for Countercyclical Macroprudential Policy,,,,TRUE,Hold,0.711,0.033,0.9,"As the UK economy continues to expand, and as monetary policy normalises – which we expect to be limited and gradual – we will more and more need to think about the time-varying element of our mandate.",0.4,"The speech largely focuses on macroprudential policy rather than monetary policy. Sir Jon Cunliffe points towards a normalization path for monetary policy but highlights a gradual approach, indicating a neutral stance and a likely hold on interest rates at the next meeting.",2015-11-10,Yes,
2015-10-22,0.5,#808080,1,,Jon Cunliffe,Market liquidity and market-based financing,,,,TRUE,Hold,0.733,0.052,0.6,I want to talk about market not bank-based finance and about market liquidity.,0.2,"The speech primarily discusses financial stability and regulatory reforms without specific emphasis on immediate monetary policy actions, suggesting a neutral stance. The focus on completing regulations and acknowledging potential market stability risks indicates a preference to hold rates while monitoring the evolving financial landscape.",2015-10-22,Yes,
2015-07-28,0.5,#808080,1,,Jon Cunliffe,Macroprudential policy: from Tiberius to Crockett and beyond,,,,TRUE,Not related,,,0.8,Macroprudential policy is still a work in development.,0.4,The speech primarily focuses on macroprudential policy and financial stability rather than monetary policy and interest rate decisions. It covers the history and development of macroprudential policy and the role of the Financial Policy Committee.,2015-07-28,Yes,
2015-01-20,0.5,#808080,1,,Jon Cunliffe,"Financial stability, the Single Market and Capital Markets Union",,,,TRUE,Not related,,,1,"As the Bank of England Deputy Governor with specific responsibility for Financial Stability, I can say that it is crucial that the single market for financial services is supported by a framework of common prudential rules that are fit for purpose and that are consistently applied.",0.1,"The speech is primarily about financial stability, the single market, and the development of capital markets, rather than direct monetary policy or interest rate decisions. However, considering the context and focus on financial stability, if a prediction is required, a 'Hold' decision would be reasonable, with moderate probability, as stability and structure are emphasized.",2015-01-20,Yes,
2014-10-20,0.5,#808080,1,,Jon Cunliffe,Regulatory reform and returns in banking,,,,TRUE,Not related,,,1,"Trying to offset that by taking excessive risk or evading regulation will not, I think, be tolerated in the new world.",0.2,"The speech primarily focuses on regulatory reform and the implications for banking sector stability rather than directly addressing monetary policy. Hence, it is not related to setting interest rates but emphasizes regulatory frameworks and financial stability.",2014-10-20,Yes,
2014-07-18,0.5,#808080,1,,Jon Cunliffe,The role of the leverage ratio and the need to monitor risks outside the regulated banking sector - speech...,,,,TRUE,Not related,,,0.9,I want to talk today about the action taken and the steps we still need to take to avoid a similar illusion in the future.,0.3,"The speech primarily focuses on financial stability, capital adequacy frameworks, and risks within and outside the banking sector. It doesn't address monetary policy stance, interest rates, or inflation, so it doesn't fit within the categories of hawkish or dovish speech related to interest rate decisions.",2014-07-18,Yes,
2014-07-17,0.5,#808080,1,,Jon Cunliffe,The role of the leverage ratio and the need to monitor risks outside the regulated banking sector,,,,TRUE,Hold,0.688,0.035,0.8,"A leverage ratio, if and when it is introduced in the UK alongside the risk-weighted approach, would in my view make the capital adequacy regime for the banking sector appreciably stronger by guarding against model risk.",0.4,"The speech is focused on the progress made in financial stability frameworks and does not explicitly suggest a change in monetary policy direction. The emphasis on systemic risk and reforms to the leverage ratio suggests a neutral stance, anticipating stability rather than immediate changes in interest rates.",2014-07-17,Yes,
2014-05-13,0.5,#808080,1,,Jon Cunliffe,Ending Too Big to Fail - progress to date and remaining issues,,,,TRUE,Not related,,,0.7,"The overall message, however, is that the landscape must and will change very materially.",0.4,"The speech by Sir Jon Cunliffe is focused on regulatory reforms post-financial crisis, banking stability, and addressing the 'Too Big to Fail' issue rather than discussing immediate monetary policy or interest rate decisions. As such, it's not clearly related to immediate hawkish or dovish monetary policy stances.",2014-05-13,Yes,
2014-03-17,0.5,#808080,1,,Jon Cunliffe,Is the world financial system safer now?,,,,TRUE,Hold,0.681,0.075,0.8,The international regulatory reform effort is a hugely important part of that. It has already made the system safer.,0.5,"The speech primarily focuses on the progress of international financial regulatory reforms rather than directly addressing monetary policy or signaling any changes to interest rates. However, the emphasis on improving financial stability and the absence of urgency regarding inflation or economic overheating suggest a neutral stance, likely resulting in holding the policy rate.",2014-03-17,Yes,
2016-03-21,0.5,#808080,1,,Kristin Forbes,The UK Current Account Deficit: Risky or Risk-Sharing?,0,0.5,0.5,FALSE,Hold,0.645,0.05,1,Is the UK current account deficit 'risky' or 'risk-sharing'? It is both.,0.2,"The speech evaluates the vulnerabilities and potential mitigating factors of the UK’s current account deficit in the face of heightened risk, both domestically and globally. It presents a balanced view, highlighting both risks and forms of international risk-sharing, without suggesting immediate changes to monetary policy. Thus, the stance remains neutral with a likely vote to hold rates stable given current conditions.",2016-03-21,Yes,
2014-11-18,0.5,#808080,1,,Kristin Forbes,"Financial ""deglobalization""?: capital flows, banks, and the Beatles",,,,TRUE,Hold,0.667,0.05,0.9,What are the implications of this deglobalization in banking for the United Kingdom and monetary policy?,0.2,"The speech explores the implications of financial globalization and deglobalization trends, specifically on UK and global banking systems, without a clear indication of hawkish or dovish monetary policy bias. Thus, a neutral stance with a likelihood to hold the interest rate is inferred.",2014-11-18,Yes,
2014-11-24,0.5,#808080,1,,Ian McCafferty,The use of business intelligence in monetary policy,,,,TRUE,Hold,0.689,0.082,0.9,Monetary policy is all about forming judgements in conditions of uncertainty about quite how the economy is performing and where it is headed.,0.2,"The speech by Ian McCafferty focuses on the importance of business intelligence and survey data in guiding monetary policy decisions, without giving a strong indication of a shift in policy direction. The emphasis is on understanding economic conditions rather than advocating for a change in interest rates, suggesting a balanced view.",2014-11-24,Yes,
